"COD_MUNICIPIO","MUNICIPIO","QTD_INTERNACOES","PERMANENCIA_MEDIA","TAXA_MORTALIDADE_PCT","VALOR_MEDIO_INTERNACAO","QTD_ESTAB_HOSPITALARES","POPULACAO","INTERNACOES_POR_MIL_HAB"
"354950","São José da Bela Vista",28,5.89,10.71,2322.29,0,7626,3.67
"350040","Águas da Prata",46,7.41,2.17,1763.16,0,7369,6.24
"351810","Guarantã",30,8.87,6.67,1147.86,0,6427,4.67
"354440","Rubiácea",8,14.88,12.5,1495.42,0,2700,2.96
"355530","Turmalina",10,3.4,10,1708.93,0,1669,5.99
"355030","São Paulo",46260,6.44,6.87,1834.03,0,11451999,4.04
"351570","Ferraz de Vasconcelos",641,6.05,9.2,1588.83,0,179198,3.58
"350400","Assis",468,4.57,5.77,1640.97,0,101409,4.61
"354630","Santa Cruz das Palmeiras",120,3.55,5.83,1248.46,0,28864,4.16
"352980","Mineiros do Tietê",45,5.49,4.44,1707.28,0,11230,4.01
"352650","Lavínia",33,7.55,9.09,1290,0,9689,3.41
"352450","Jaci",180,24.41,1.11,2086.81,0,7613,23.64
"353410","Oriente",17,4.88,0,1026,0,6085,2.79
"354010","Pongaí",31,6.26,6.45,2501.03,0,3395,9.13
"351550","Fernandópolis",286,5.44,6.64,1741.04,0,71186,4.02
"353180","Monte Mor",232,6.1,8.19,1793.33,0,64662,3.59
"350700","Boituva",270,3.9,9.63,1025.76,0,61081,4.42
"350210","Andradina",256,4.04,11.33,1044.05,0,59783,4.28
"355370","Taquaritinga",318,3.6,4.09,810.41,0,52260,6.08
"354970","São José do Rio Pardo",319,4.57,6.27,1266.46,0,52205,6.11
"355450","Tietê",211,4.09,7.58,842.06,0,37663,5.6
"352360","Itirapina",89,4.35,6.74,1465.92,0,16148,5.51
"353490","Pacaembu",41,8.78,14.63,1720.86,0,14877,2.76
"350420","Auriflama",92,3.53,6.52,1472.2,0,13692,6.72
"355350","Tapiraí",29,7.03,10.34,1900.58,0,7996,3.63
"352490","Jambeiro",16,3.88,0,1002.95,0,6397,2.5
"353770","Piacatu",24,4.42,0,1573.22,0,5519,4.35
"350080","Alfredo Marcondes",39,7.44,7.69,1623.06,0,4445,8.77
"352300","Itapura",24,4.96,8.33,600.25,0,3979,6.03
"354030","Pontes Gestal",16,6,6.25,3105.73,0,2387,6.7
"352940","Mauá",1346,5.96,6.46,1550.16,0,418261,3.22
"354890","São Carlos",1000,5.32,8,2565.32,0,254857,3.92
"352530","Jaú",747,7.34,7.5,1661.54,0,133497,5.6
"353710","Pedreira",190,5.58,10.53,1623.98,0,43112,4.41
"355640","Vargem Grande do Sul",276,3.96,6.16,1052.4,0,40133,6.88
"354075","Potim",108,5.7,7.41,2263.89,0,20392,5.3
"353820","Pinhalzinho",67,4.63,10.45,1933.93,0,15224,4.4
"354380","Rinópolis",66,4,7.58,790.28,0,9259,7.13
"354470","Sagres",8,4.63,0,450.68,0,2474,3.23
"355460","Timburi",28,6.5,0,2170.21,0,2464,11.36
"351380","Diadema",2046,5.65,5.62,1392.66,0,393237,5.2
"353110","Mongaguá",317,5.27,7.26,923.04,0,61951,5.12
"351280","Cosmópolis",166,6.12,1.2,1817.18,0,59773,2.78
"351440","Dracena",260,5.43,4.23,1700.05,0,45474,5.72
"351740","Guaíra",210,3.41,5.71,1408.94,0,39279,5.35
"351370","Descalvado",123,3.15,6.5,1512.99,0,31756,3.87
"353910","Pirapora do Bom Jesus",92,7.05,4.35,1489.77,0,18370,5.01
"353150","Monte Azul Paulista",125,4.74,8,1547.07,0,18151,6.89
"355395","Tarumã",58,4.91,6.9,2041.36,0,14882,3.9
"351720","Guaiçara",56,5.02,7.14,1031.53,0,11239,4.98
"354210","Rafard",34,3.94,5.88,1043.04,0,8965,3.79
"351990","Iepê",65,3.58,4.62,784.14,0,7619,8.53
"353270","Nipoã",41,3.22,4.88,1067.07,0,4750,8.63
"352070","Indiaporã",31,5.52,3.23,1194.89,0,4035,7.68
"352430","Jaboticabal",338,4.49,6.8,1793.78,0,71821,4.71
"355040","São Pedro",212,3.55,4.72,1141.94,0,38256,5.54
"351830","Guararema",152,4.06,8.55,914.03,0,31236,4.87
"352640","Laranjal Paulista",178,4.07,6.18,1266.27,0,26261,6.78
"355635","Vargem",43,4.86,13.95,1497.86,0,10512,4.09
"351690","General Salgado",81,3.46,1.23,1171.53,0,10312,7.85
"354420","Riolândia",55,4.38,5.45,1264.29,0,10309,5.34
"352110","Ipeúna",23,3.83,4.35,2014.57,0,6831,3.37
"351890","Guzolândia",28,2.82,0,522.39,0,4246,6.59
"352900","Marília",1369,7.83,8.77,2306.77,0,237627,5.76
"350070","Agudos",212,6.49,6.6,1438.64,0,37680,5.63
"351860","Guariba",166,4.55,10.24,1538.05,0,37498,4.43
"351540","Fartura",80,3.9,8.75,1348.7,0,16641,4.81
"355360","Tapiratiba",54,6.87,16.67,2642.69,0,11816,4.57
"351390","Divinolândia",266,17.95,1.5,1617.77,0,11158,23.84
"354270","Restinga",42,3.31,2.38,1656.63,0,6404,6.56
"351685","Gavião Peixoto",26,5.15,7.69,3008.64,0,4702,5.53
"355365","Taquaral",13,2.92,0,1244.44,0,2619,4.96
"355570","União Paulista",17,5.06,17.65,1154.24,0,1603,10.61
"351060","Carapicuíba",1814,5.16,5.95,1427.3,0,386984,4.69
"355070","São Sebastião",607,4.22,5.11,1149.16,0,81595,7.44
"351770","Guará",72,4.85,4.17,1998.62,0,18606,3.87
"352042","Ilha Comprida",90,4.31,10,1288.45,0,13419,6.71
"351130","Cedral",56,4.04,8.93,1564.89,0,12618,4.44
"353250","Neves Paulista",70,4.77,5.71,1931.93,0,9699,7.22
"354190","Queluz",74,5.43,2.7,1894.9,0,9159,8.08
"354325","Ribeirão Grande",36,3.78,2.78,1081.22,0,7450,4.83
"353657","Paulistânia",17,5.41,0,790.27,0,2090,8.13
"352250","Itapevi",1037,5.73,6.56,1402.09,0,232297,4.46
"355400","Tatuí",521,4.96,8.64,1606.91,0,123942,4.2
"351150","Cerquilho",106,3.92,7.55,1353.89,0,44695,2.37
"350940","Cajuru",282,4.7,3.19,1480.76,0,23830,11.83
"352600","Junqueirópolis",151,4.84,7.28,1163.22,0,20448,7.38
"351910","Iacanga",84,5.49,4.76,1310.8,0,10437,8.05
"352810","Macaubal",46,3.43,6.52,1365.01,0,7481,6.15
"350300","Aramina",32,4.91,21.88,3780.58,0,5420,5.9
"355535","Ubarana",41,5.1,0,1899.6,0,5365,7.64
"353400","Onda Verde",34,3.09,0,1431.85,0,4771,7.13
"353284","Nova Canaã Paulista",10,9.4,0,811.56,0,2032,4.92
"351880","Guarulhos",5078,8.65,9.18,1575.96,0,1291771,3.93
"353800","Pindamonhangaba",618,6.09,7.28,1686.34,0,165428,3.74
"351640","Franco da Rocha",663,6.36,6.18,1480.17,0,144849,4.58
"352500","Jandira",418,4.86,4.31,1108.61,0,118045,3.54
"353650","Paulínia",535,4.97,3.18,1341.86,0,110537,4.84
"350960","Campo Limpo Paulista",348,3.61,11.78,1041.6,0,77632,4.48
"353460","Osvaldo Cruz",170,5.57,7.06,1055.76,0,31272,5.44
"353530","Palmital",159,5.6,5.66,1547.41,0,19594,8.11
"351480","Eldorado",51,4.47,7.84,1143.09,0,13069,3.9
"354515","Saltinho",41,3.76,7.32,1152.92,0,8161,5.02
"351535","Euclides da Cunha Paulista",85,4.28,7.06,1047.35,0,7924,10.73
"350180","Américo de Campos",20,3.75,5,1125.97,0,5870,3.41
"351250","Coroados",35,6.77,2.86,2263.16,0,5400,6.48
"354830","Santo Expedito",31,6.26,3.23,1118.57,0,3000,10.33
"351010","Cândido Rodrigues",12,3.83,8.33,909.98,0,2889,4.15
"354780","Santo André",3153,4.65,7.83,1680.44,0,748919,4.21
"353080","Mogi Mirim",370,9.06,3.78,1622.71,0,92558,4
"352740","Lucélia",150,6.91,8,1209.38,0,20061,7.48
"355190","Severínia",57,3.61,8.77,1831.29,0,14576,3.91
"352380","Itobi",57,4.51,5.26,1497.05,0,8046,7.08
"355230","Sud Mennucci",38,4.79,2.63,1051.46,0,7355,5.17
"352150","Irapuã",35,4.11,14.29,2253.42,0,6867,5.1
"350980","Campos Novos Paulista",37,6.84,10.81,2177.93,0,4888,7.57
"353430","Orlândia",274,3.09,2.55,1057.2,0,38319,7.15
"354670","Santa Gertrudes",64,5.22,6.25,3178.14,0,23611,2.71
"355600","Urupês",88,4,5.68,1977.57,0,13744,6.4
"352860","Manduri",32,5.09,9.38,2536.4,0,9871,3.24
"352660","Lavrinhas",47,5.72,10.64,1472.17,0,7171,6.55
"351920","Iacri",30,3.97,10,1598.69,0,6131,4.89
"351560","Fernando Prestes",16,3.44,12.5,2916,0,5942,2.69
"351730","Guaimbê",19,9.47,0,1945.92,0,5512,3.45
"353450","Oscar Bressane",8,3.25,0,497.47,0,2470,3.24
"353930","Pirassununga",222,5.66,11.26,1425.1,0,73545,3.02
"351670","Garça",274,10.24,7.3,1593.38,0,42110,6.51
"352030","Iguape",105,3.7,6.67,1082.4,0,29115,3.61
"353940","Piratininga",96,7.81,5.21,1618.22,0,15108,6.35
"352090","Ipaussu",92,5.96,11.96,1909.96,0,13712,6.71
"354310","Ribeirão Corrente",21,2.1,9.52,1197.41,0,4608,4.56
"351680","Gastão Vidigal",23,4.43,4.35,916.77,0,3252,7.07
"355590","Uru",16,6.25,6.25,2515.12,0,1387,11.54
"351050","Caraguatatuba",982,4.59,6.82,1307.91,0,134873,7.28
"350550","Barretos",686,6.18,7,2328.51,0,122485,5.6
"352510","Jardinópolis",258,4.62,4.26,1844.79,0,45282,5.7
"350870","Caconde",150,8.17,6.67,1045.24,0,17101,8.77
"352190","Itajobi",129,3.99,9.3,2355.02,0,16989,7.59
"353700","Pedregulho",78,3.69,6.41,1276.93,0,15525,5.02
"351450","Duartina",88,3.83,6.82,781.67,0,12328,7.14
"353750","Pereiras",33,6.45,3.03,3012.37,0,8737,3.78
"353990","Poloni",43,3.88,0,1422.33,0,5592,7.69
"350470","Balbinos",12,5.58,0,593.63,0,3887,3.09
"355475","Trabiju",7,2.86,0,566,0,1682,4.16
"352310","Itaquaquecetuba",1460,6.21,7.26,1373.1,0,369275,3.95
"350750","Botucatu",941,5.74,4.25,2444.48,0,145155,6.48
"352730","Louveira",255,3.89,6.27,881.25,0,51847,4.92
"351905","Holambra",51,5.37,7.84,1790.18,0,15094,3.38
"353260","Nhandeara",88,7.53,12.5,1497.98,0,9852,8.93
"351320","Cristais Paulista",42,3.62,7.14,1915.58,0,9272,4.53
"354250","Reginópolis",32,9.38,18.75,2488.64,0,7662,4.18
"350230","Anhembi",33,4.12,3.03,3176.13,0,5674,5.82
"352725","Lourdes",9,3,11.11,1497.74,0,1950,4.62
"351630","Francisco Morato",896,5.61,7.03,1041.63,0,165139,5.43
"353860","Piracaia",148,4.44,13.51,1616.52,0,26029,5.69
"350780","Brodowski",150,4.8,8.67,2151.49,0,25201,5.95
"354000","Pompéia",75,5.15,2.67,1022.33,0,20196,3.71
"352880","Maracaí",65,8.62,6.15,2524.01,0,12673,5.13
"351885","Guatapará",42,6.55,2.38,2456.04,0,7320,5.74
"352950","Mendonça",47,6.17,2.13,2809.97,0,6159,7.63
"351260","Coronel Macedo",34,3.47,14.71,634.71,0,4280,7.94
"351710","Glicério",25,3.28,4,1568.6,0,4138,6.04
"354360","Rifaina",26,1.31,0,697,0,4049,6.42
"350240","Anhumas",25,3.4,8,996.76,0,4023,6.21
"354110","Presidente Alves",22,6.36,9.09,1705.57,0,3804,5.78
"354900","São Francisco",24,3.25,4.17,949.54,0,2602,9.22
"351800","Guarani d'Oeste",9,3.67,11.11,880.22,0,1968,4.57
"355250","Suzano",971,5.55,6.49,1650.83,0,307429,3.16
"351930","Ibaté",168,4.21,7.14,2022.93,0,32178,5.22
"353200","Morungaba",86,2.42,5.81,1060.62,0,13720,6.27
"350440","Avanhandava",68,6.34,7.35,1653.71,0,11263,6.04
"353280","Nova Aliança",45,6.73,4.44,2909.91,0,6693,6.72
"350830","Cabrália Paulista",43,3.16,4.65,598.12,0,4299,10
"353330","Nova Luzitânia",17,6.35,0,1428.58,0,2837,5.99
"351907","Hortolândia",813,5.52,9.1,2060.64,0,236641,3.44
"353950","Pitangueiras",188,3.44,2.13,1117.62,0,33674,5.58
"350290","Araçoiaba da Serra",92,4.39,7.61,1259.42,0,32443,2.84
"355340","Tanabi",245,4.82,6.12,1958.82,0,25265,9.7
"355630","Valparaíso",82,4.71,4.88,1795.76,0,24241,3.38
"351360","Cunha",170,4.47,8.24,1091.78,0,22110,7.69
"353560","Paraibuna",74,4.95,10.81,1894.36,0,17667,4.19
"352460","Jacupiranga",87,4.94,4.6,1405.87,0,16097,5.4
"351170","Charqueada",110,4.2,8.18,1126.7,0,15535,7.08
"353810","Pindorama",66,6.59,7.58,2947.59,0,14542,4.54
"354120","Presidente Bernardes",139,4.28,5.04,1109.99,0,14490,9.59
"355470","Torrinha",37,5.7,5.41,1726.91,0,9335,3.96
"354200","Quintana",31,5.06,9.68,1138.39,0,7038,4.4
"354350","Riversul",12,9.42,8.33,5407.43,0,5599,2.14
"350350","Areias",20,5.6,20,1089.82,0,3577,5.59
"352885","Marapoama",16,6.88,6.25,1161.19,0,3292,4.86
"350150","Alvinlândia",20,5.35,15,697.19,0,2885,6.93
"350570","Barueri",2659,3.86,4.55,1093.37,0,316473,8.4
"351110","Catanduva",519,6.74,6.74,2671.33,0,115791,4.48
"350130","Álvares Machado",189,5.87,4.23,1380.97,0,27255,6.93
"351980","Icém",51,4.84,7.84,3290.99,0,7819,6.52
"350140","Álvaro de Carvalho",28,7.11,3.57,1765.86,0,4808,5.82
"353205","Motuca",21,2.1,0,868.98,0,4034,5.21
"352215","Itaoca",18,2.72,11.11,595.23,0,3422,5.26
"354323","Ribeirão dos Índios",22,7.77,4.55,1883.94,0,2025,10.86
"355240","Sumaré",935,5.46,4.17,2063,0,279545,3.34
"353780","Piedade",295,4.13,11.19,880.37,0,52970,5.57
"350380","Artur Nogueira",116,6.72,0,2532.26,0,51456,2.25
"355150","Serrana",237,4.45,5.91,1818.26,0,43909,5.4
"354800","Santo Antônio de Posse",88,6.16,1.14,1962.87,0,23244,3.79
"354560","Santa Adélia",85,5.91,5.88,2017.61,0,14018,6.06
"355310","Taiaçu",27,5.67,11.11,2725.42,0,5677,4.76
"354620","Santa Cruz da Conceição",20,4.15,5,1245.62,0,4277,4.68
"352670","Leme",477,4.95,9.01,1197.68,0,98161,4.86
"355645","Vargem Grande Paulista",248,3.6,6.45,1187.94,0,50415,4.92
"354220","Rancharia",178,3.75,10.11,1497.55,0,28588,6.23
"350275","Araçariguama",85,5.11,1.18,1891.28,0,21522,3.95
"351900","Herculândia",96,4.73,5.21,1000.96,0,9125,10.52
"355580","Urânia",74,4.03,4.05,1410.02,0,8833,8.38
"350055","Águas de Santa Bárbara",37,5.7,2.7,2203.95,0,7177,5.16
"352370","Itirapuã",22,4,4.55,2327.22,0,5779,3.81
"353960","Planalto",23,3.78,4.35,2603.77,0,4389,5.24
"352890","Mariápolis",22,5.32,9.09,636.64,0,3513,6.26
"354740","Santa Rita d'Oeste",15,4.07,6.67,2178.84,0,2733,5.49
"351385","Dirce Reis",9,14,11.11,2064.91,0,1620,5.56
"350650","Birigui",436,5.86,5.28,2050.14,0,118979,3.66
"353980","Poá",361,5.57,9.42,1368.45,0,103765,3.48
"351340","Cruzeiro",435,6.68,13.33,1951.52,0,74961,5.8
"353880","Piraju",143,4.64,6.99,1830.97,0,29436,4.86
"355510","Tupi Paulista",97,4.33,4.12,1666.96,0,15854,6.12
"353850","Piquete",53,4.62,7.55,1436.8,0,12490,4.24
"353290","Nova Europa",40,2.28,7.5,1531.24,0,9311,4.3
"352700","Lindóia",45,4.33,2.22,1791.64,0,7014,6.42
"351120","Catiguá",32,10.84,0,2865.6,0,7003,4.57
"351190","Clementina",27,2.63,7.41,525.77,0,6982,3.87
"352585","Jumirim",12,5.58,0,675.38,0,3056,3.93
"353970","Platina",11,9.27,9.09,2910.02,0,3025,3.64
"351590","Floreal",17,4.29,11.76,1294.55,0,2733,6.22
"350620","Bento de Abreu",4,2.75,0,1482.12,0,2606,1.53
"350335","Arco-Íris",12,10.08,8.33,2560.2,0,2044,5.87
"355060","São Roque",343,4.56,10.5,1122.87,0,79484,4.32
"352100","Iperó",96,5.29,7.29,2042.28,0,36459,2.63
"351410","Dois Córregos",162,5.17,5.56,1044.68,0,24510,6.61
"353120","Monte Alegre do Sul",40,4.68,7.5,1722.63,0,8627,4.64
"355440","Terra Roxa",57,4.95,10.53,1590.08,0,7904,7.21
"354570","Santa Albertina",32,6.47,15.63,3543.83,0,6393,5.01
"353220","Narandiba",30,4.43,6.67,1094.06,0,5713,5.25
"355695","Vitória Brasil",21,4.62,4.76,1401.7,0,1794,11.71
"350950","Campinas",4649,5.94,6.07,2199.27,0,1139047,4.08
"350900","Caieiras",421,4.77,4.99,877.9,0,95032,4.43
"354070","Porto Ferreira",255,3.52,9.8,1331.8,0,52649,4.84
"354640","Santa Cruz do Rio Pardo",354,4.4,7.34,1539.83,0,46442,7.62
"353010","Mirandópolis",157,5.78,9.55,1070.23,0,27983,5.61
"352044","Ilha Solteira",150,5.79,10.67,1193.9,0,25549,5.87
"350680","Bocaina",49,6.27,14.29,1267.06,0,11259,4.35
"351460","Dumont",51,4.06,5.88,1810.18,0,9471,5.38
"351520","Estrela d'Oeste",44,4.27,6.82,985.38,0,9417,4.67
"350775","Brejo Alegre",4,2,0,462.6,0,2565,1.56
"352710","Lins",372,5.93,11.29,1202.22,0,74779,4.97
"352480","Jales",294,5.19,6.8,2248.63,0,48776,6.03
"353670","Pederneiras",205,5.89,7.8,1733.83,0,44827,4.57
"355380","Taquarituba",186,3.59,7.53,1266.35,0,24350,7.64
"353540","Panorama",80,6.3,3.75,1227.36,0,14964,5.35
"350740","Borborema",110,3.93,11.82,1714.12,0,14226,7.73
"351925","Iaras",29,4.97,3.45,2504.15,0,8010,3.62
"352265","Itapirapuã Paulista",23,3.09,4.35,744.41,0,4306,5.34
"354920","São João das Duas Pontes",19,4.21,5.26,894.11,0,2580,7.36
"354085","Pracinha",6,4.33,16.67,1168.35,0,2578,2.33
"350920","Cajamar",316,6.16,6.01,1210.83,0,92689,3.41
"353050","Mococa",279,4.75,6.09,1308.41,0,67681,4.12
"355480","Tremembé",150,6.78,5.33,1493.16,0,51173,2.93
"352570","José Bonifácio",242,4.39,9.5,2046.45,0,36633,6.61
"354160","Promissão",205,4.92,8.29,1115.31,0,35131,5.84
"352920","Martinópolis",200,4.89,5.5,979.09,0,24881,8.04
"355330","Tambaú",120,5.85,4.17,1029.61,0,21435,5.6
"353320","Nova Independência",21,5,19.05,1711.2,0,4609,4.56
"352560","João Ramalho",22,5.27,0,1310.74,0,4371,5.03
"353090","Mombuca",12,4.5,8.33,724.43,0,3722,3.22
"354280","Ribeira",16,5.19,6.25,3168.8,0,3132,5.11
"355130","Sebastianópolis do Sul",17,3.24,11.76,1150.23,0,3130,5.43
