COD_MUNICIPIO,MUNICIPIO,QTD_INTERNACOES,PERMANENCIA_MEDIA,TAXA_MORTALIDADE_PCT,VALOR_MEDIO_INTERNACAO,QTD_ESTAB_HOSPITALARES,POPULACAO,INTERNACOES_POR_MIL_HAB,internacoes_esperadas,razao_obs_esperado,cluster
355110,Sarapuí,42,6.62,21.43,1614.61,0,10369,4.05,46.10118941066222,0.911039401302004,1
355030,São Paulo,46260,6.44,6.87,1834.03,227,11451999,4.04,50916.26724175083,0.9085504988092934,1
351550,Fernandópolis,286,5.44,6.64,1741.04,2,71186,4.02,316.49718096126924,0.9036415399699839,0
352980,Mineiros do Tietê,45,5.49,4.44,1707.28,0,11230,4.01,49.92924651188512,0.9012753675200813,0
352130,Ipuã,58,2.69,1.72,786.25,1,14454,4.01,64.26334185955365,0.9025363188667955,0
353080,Mogi Mirim,370,9.06,3.78,1622.71,2,92558,4.0,411.5183614111365,0.8991093343471577,2
351820,Guararapes,123,4.67,7.32,2476.22,1,31043,3.96,138.0190204335218,0.8911815169652225,0
355470,Torrinha,37,5.7,5.41,1726.91,1,9335,3.96,41.503964041713935,0.8914811116069014,0
355690,Vista Alegre do Alto,32,2.66,3.13,1656.97,0,8109,3.95,36.05309527737101,0.8875798250832859,0
350275,Araçariguama,85,5.11,1.18,1891.28,0,21522,3.95,95.68808935251928,0.8883028240521778,0
352310,Itaquaquecetuba,1460,6.21,7.26,1373.1,2,369275,3.95,1641.8185668456256,0.889257820250536,1
352120,Iporanga,16,11.13,12.5,11600.23,0,4046,3.95,17.988756134201886,0.88944448858136,1
351880,Guarulhos,5078,8.65,9.18,1575.96,17,1291771,3.93,5743.290533918464,0.8841621314489627,1
352585,Jumirim,12,5.58,0.0,675.38,0,3056,3.93,13.587157376698212,0.8831869439136574,0
354890,São Carlos,1000,5.32,8.0,2565.32,5,254857,3.92,1133.1093480213274,0.8825273586756942,1
355190,Severínia,57,3.61,8.77,1831.29,1,14576,3.91,64.80576110037734,0.8795514323443091,0
350840,Cabreúva,184,4.72,3.8,1958.38,1,47011,3.91,209.01369615051033,0.8803250858140033,0
351480,Eldorado,51,4.47,7.84,1143.09,0,13069,3.9,58.10554965839952,0.8777130635511962,0
355395,Tarumã,58,4.91,6.9,2041.36,0,14882,3.9,66.16625526178757,0.876579757619988,0
351610,Florínea,15,11.2,13.33,2012.5,0,3851,3.9,17.12177456075419,0.8760774151519533,1
352000,Igaraçu do Tietê,90,5.57,14.44,1280.21,1,23106,3.9,102.73064736452515,0.8760774151519531,1
354330,Ribeirão Pires,449,4.87,8.24,1390.73,3,115559,3.89,513.7821725438051,0.8739112098361455,0
351190,Clementina,27,2.63,7.41,525.77,1,6982,3.87,31.04238638877844,0.8697784913134214,0
351370,Descalvado,123,3.15,6.5,1512.99,1,31756,3.87,141.18906075079462,0.8711723085763764,0
351770,Guará,72,4.85,4.17,1998.62,1,18606,3.87,82.723380284963,0.8703706225734076,0
355100,São Vicente,1278,5.45,10.56,1518.08,3,329911,3.87,1466.803886552318,0.8712821200684868,1
354090,Pradópolis,66,6.44,6.06,1886.86,0,17078,3.86,75.92980159661388,0.8692239227837426,0
350390,Arujá,334,6.16,5.99,2135.52,2,86678,3.85,385.37553242717524,0.866687093226699,0
353760,Peruíbe,263,5.55,11.03,1472.34,2,68352,3.85,303.89704876049615,0.8654246596756935,1
350410,Atibaia,608,4.86,8.39,1257.85,3,158647,3.83,705.3539778602883,0.8619785513145976,0
351270,Corumbataí,16,5.38,6.25,1536.89,1,4195,3.81,18.651218977502943,0.8578527773063607,0
352370,Itirapuã,22,4.0,4.55,2327.22,0,5779,3.81,25.693776989508823,0.856238458401151,0
352340,Itatiba,463,3.46,4.1,1062.92,3,121590,3.81,540.5963564897695,0.856461562202116,0
355700,Votorantim,488,4.55,7.99,1685.59,2,127923,3.81,568.75325035974,0.8580170745245621,0
354800,Santo Antônio de Posse,88,6.16,1.14,1962.87,0,23244,3.79,103.34420355496506,0.851523326639176,0
355410,Taubaté,1177,6.02,8.67,2365.96,8,310739,3.79,1381.5640366746811,0.8519330040125747,1
354210,Rafard,34,3.94,5.88,1043.04,0,8965,3.79,39.85892208183883,0.853008516642542,0
350610,Bebedouro,289,4.35,10.38,1735.41,4,76373,3.78,339.55889081497793,0.8511042055366858,1
353750,Pereiras,33,6.45,3.03,3012.37,0,8737,3.78,38.84522054980768,0.8495253607245482,0
353800,Pindamonhangaba,618,6.09,7.28,1686.34,2,165428,3.74,735.502706319513,0.8402416397520799,1
350770,Braúna,20,5.0,0.0,2582.67,0,5356,3.73,23.813093884029982,0.8398740666542622,0
353310,Nova Guataporanga,8,3.25,0.0,2128.34,0,2156,3.71,9.58570396078578,0.8345761597403021,0
354000,Pompéia,75,5.15,2.67,1022.33,1,20196,3.71,89.79261465307495,0.835258003008064,0
354950,São José da Bela Vista,28,5.89,10.71,2322.29,0,7626,3.67,33.905648610831335,0.8258210990559035,1
350650,Birigui,436,5.86,5.28,2050.14,2,118979,3.66,528.9876955242723,0.8242157685121323,0
351015,Canitar,23,4.13,8.7,1269.95,0,6283,3.66,27.934590902419785,0.823351953867621,0
350330,Araras,478,9.78,3.56,1538.86,4,130866,3.65,581.8380030297736,0.8215345122026,1
353970,Platina,11,9.27,9.09,2910.02,0,3025,3.64,13.449329536816784,0.817884636545496,1
353720,Pedro de Toledo,41,4.44,14.63,817.08,1,11281,3.63,50.15599553878682,0.817449630090459,1
354960,São José do Barreiro,14,3.93,21.43,641.65,0,3853,3.63,17.13066667945622,0.8172478200623307,1
355350,Tapiraí,29,7.03,10.34,1900.58,1,7996,3.63,35.55069057070644,0.8157366153639735,1
352010,Igarapava,95,3.81,8.42,1075.79,1,26212,3.62,116.54010770877406,0.8151700034240457,0
351925,Iaras,29,4.97,3.45,2504.15,0,8010,3.62,35.61293540162064,0.8143108584831874,0
352030,Iguape,105,3.7,6.67,1082.4,0,29115,3.61,129.44701800476716,0.8111426714838125,0
353340,Nova Odessa,223,5.97,6.28,1602.13,1,62019,3.6,275.7401548905256,0.8087324100058458,0
354940,São Joaquim da Barra,175,4.26,5.71,1351.78,1,48558,3.6,215.8917499665287,0.8105914192049096,0
354870,São Bernardo do Campo,2915,6.1,6.42,2039.32,19,810729,3.6,3604.5492515880774,0.8087002830425251,1
353180,Monte Mor,232,6.1,8.19,1793.33,1,64662,3.59,287.49108975525513,0.8069815318363591,1
351570,Ferraz de Vasconcelos,641,6.05,9.2,1588.83,1,179198,3.58,796.7249435829732,0.8045436573346652,1
351490,Elias Fausto,63,3.92,11.11,1383.62,0,17699,3.56,78.69080445359347,0.8006018039522413,0
352500,Jandira,418,4.86,4.31,1108.61,1,118045,3.54,524.8350760904254,0.7964406706841017,0
352400,Itupeva,250,3.36,3.6,1038.1,1,70616,3.54,313.9629271311914,0.7962723570083672,0
352820,Macedônia,14,4.93,0.0,662.79,0,3963,3.53,17.61973320806774,0.7945636766843704,0
350910,Caiuá,19,4.05,0.0,630.74,0,5466,3.48,24.302160412641502,0.7818234954171637,0
351515,Engenheiro Coelho,68,5.74,10.29,2561.77,0,19566,3.48,86.99159726193626,0.7816846930083193,1
353980,Poá,361,5.57,9.42,1368.45,1,103765,3.48,461.3453485579482,0.7824940711516806,1
351730,Guaimbê,19,9.47,0.0,1945.92,0,5512,3.45,24.506679142788137,0.7752988436049014,2
351907,Hortolândia,813,5.52,9.1,2060.64,2,236641,3.44,1052.1199308832597,0.7727255953772139,1
350820,Buritizal,15,2.47,0.0,616.77,0,4356,3.44,19.36703453301617,0.7745119664256591,0
350075,Alambari,21,2.76,0.0,452.76,0,6141,3.42,27.303250474575822,0.7691391916707767,0
350180,Américo de Campos,20,3.75,5.0,1125.97,0,5870,3.41,26.09836839045108,0.7663314311755075,0
350920,Cajamar,316,6.16,6.01,1210.83,1,92689,3.41,412.1007951861193,0.7668026941255555,0
352650,Lavínia,33,7.55,9.09,1290.0,0,9689,3.41,43.07786905197283,0.7660546059088014,1
354410,Rio Grande da Serra,150,5.41,2.67,1977.24,0,44170,3.4,196.3824415342801,0.7638157404913225,0
355420,Tejupá,14,3.57,7.14,516.1,0,4127,3.39,18.348886941634007,0.7629890600194232,0
351905,Holambra,51,5.37,7.84,1790.18,0,15094,3.38,67.10881984420249,0.7599597209189468,0
352180,Itaí,85,8.0,5.88,2255.33,1,25180,3.38,111.9517744585278,0.7592554956017066,1
354850,Santos,1414,5.89,8.84,2221.31,19,418608,3.38,1861.15601280919,0.7597428642565746,1
355630,Valparaíso,82,4.71,4.88,1795.76,1,24241,3.38,107.77692472792583,0.7608307641640583,0
354180,Queiroz,11,6.09,0.0,1294.68,0,3265,3.37,14.516383781060098,0.7577644794946786,0
352110,Ipeúna,23,3.83,4.35,2014.57,0,6831,3.37,30.371031426775353,0.7573005893939779,0
351580,Flora Rica,5,2.4,0.0,684.1,0,1487,3.36,6.611290254957539,0.7562820277404554,0
351240,Cordeirópolis,82,6.26,3.66,1769.64,0,24514,3.35,108.99069893075261,0.7523577773558349,0
355240,Sumaré,935,5.46,4.17,2063.0,3,279545,3.34,1242.8736612791563,0.7522888521410173,0
354580,Santa Bárbara d'Oeste,611,4.57,4.26,1489.5,3,183347,3.33,815.1716438303296,0.7495353949372336,0
350720,Borá,3,6.0,66.67,4117.12,0,907,3.31,4.032575831369528,0.7439413728225295,1
351870,Guarujá,945,6.75,9.63,2143.9,3,287634,3.29,1278.837835369507,0.7389521750636601,1
354520,Salto,442,4.68,10.86,1579.77,2,134319,3.29,597.1902459688242,0.7401326511670356,1
354060,Porto Feliz,186,4.53,6.45,1314.93,1,56497,3.29,251.18901515422738,0.7404782406021935,0
352960,Meridiano,15,2.8,13.33,1027.91,0,4572,3.28,20.32738335283515,0.7379208499016123,0
352170,Itaberá,59,3.69,10.17,1455.68,1,17983,3.28,79.95348530928139,0.7379290567731009,0
353450,Oscar Bressane,8,3.25,0.0,497.47,0,2470,3.24,10.981766597004118,0.72848024307696,0
352860,Manduri,32,5.09,9.38,2536.4,1,9871,3.24,43.88705185385734,0.7291444434809408,1
354470,Sagres,8,4.63,0.0,450.68,0,2474,3.23,10.999550834408172,0.7273024253840304,0
352940,Mauá,1346,5.96,6.46,1550.16,4,418261,3.22,1859.6132302143883,0.7238064228252583,1
353090,Mombuca,12,4.5,8.33,724.43,0,3722,3.22,16.548232904473412,0.7251529555615628,0
353715,Pedrinhas Paulista,9,3.78,44.44,2639.29,0,2804,3.21,12.46675042024273,0.7219202836840595,1
351430,Dourado,26,4.38,23.08,1838.74,2,8096,3.21,35.99529650580783,0.7223165947752342,1
355250,Suzano,971,5.55,6.49,1650.83,5,307429,3.16,1366.8475802228256,0.7103937659542888,1
354300,Ribeirão Branco,58,5.5,13.79,1751.75,1,18627,3.11,82.81674753133429,0.7003414373168337,1
351030,Capela do Alto,71,6.55,5.63,1612.44,0,22866,3.11,101.66359312028185,0.6983817689386342,0
352690,Limeira,907,4.31,6.62,2156.48,4,291869,3.11,1297.6668967210503,0.6989467037279067,0
350470,Balbinos,12,5.58,0.0,593.63,0,3887,3.09,17.28183269739069,0.694370800257303,0
355650,Várzea Paulista,358,3.73,7.54,1374.47,2,115771,3.09,514.7247371262201,0.6955173788591623,0
351790,Guaraci,32,4.16,9.38,2205.98,0,10350,3.09,46.01671428299296,0.6953994977391658,0
352240,Itapeva,277,6.02,8.66,2634.37,3,89728,3.09,398.9360134477674,0.6943469395155711,1
355220,Sorocaba,2216,5.01,9.43,1888.0,14,723682,3.06,3217.533123260378,0.6887263984883213,1
355320,Taiúva,20,5.1,5.0,2094.85,0,6548,3.05,29.112796630438446,0.6869831247709572,0
354100,Praia Grande,1063,5.94,8.94,1851.06,2,349935,3.04,1555.8317789970185,0.6832358191611646,1
354390,Rio Claro,610,4.49,5.9,2233.82,5,201418,3.03,895.5163823625,0.6811712348474663,0
353930,Pirassununga,222,5.66,11.26,1425.1,1,73545,3.02,326.98543497031085,0.6789293230145155,1
354720,Santana da Ponte Pensa,5,6.2,0.0,1286.89,0,1670,2.99,7.424919116193068,0.6734080091317707,0
354440,Rubiácea,8,14.88,12.5,1495.42,0,2700,2.96,12.004360247737294,0.6664245186667005,1
354165,Quadra,10,1.6,0.0,766.16,0,3405,2.94,15.138832090202031,0.6605529370044388,0
355480,Tremembé,150,6.78,5.33,1493.16,1,51173,2.93,227.51819516942984,0.6592879303050772,1
352840,Mairinque,145,4.44,4.14,1239.89,0,50027,2.9,222.423011153168,0.6519109657235425,0
351040,Capivari,144,4.74,10.42,1492.43,2,50068,2.88,222.60529958655957,0.6468848687225702,1
353690,Pedranópolis,8,1.0,12.5,1690.44,0,2787,2.87,12.391167411275495,0.6456211698600974,0
351492,Elisiário,9,5.11,11.11,823.96,0,3138,2.87,13.951734243481344,0.6450810947897078,1
355620,Valinhos,362,5.27,11.33,1838.56,1,126373,2.86,561.8618583656686,0.6442864818284296,1
350290,Araçoiaba da Serra,92,4.39,7.61,1259.42,2,32443,2.84,144.24350352494113,0.6378103536849566,0
354840,Santópolis do Aguapeí,11,5.09,0.0,3936.67,0,3899,2.82,17.335185409602854,0.6345475828546104,0
353410,Oriente,17,4.88,0.0,1026.0,0,6085,2.79,27.05427115091905,0.6283665860066054,0
351280,Cosmópolis,166,6.12,1.2,1817.18,2,59773,2.78,265.75430558814867,0.6246371046844209,0
353490,Pacaembu,41,8.78,14.63,1720.86,1,14877,2.76,66.14402496503249,0.6198594660919855,1
350280,Araçatuba,542,8.54,11.44,3449.91,7,200124,2.71,889.7631815622882,0.6091508518573794,1
354670,Santa Gertrudes,64,5.22,6.25,3178.14,0,23611,2.71,104.97590733678713,0.609663699258851,0
351560,Fernando Prestes,16,3.44,12.5,2916.0,0,5942,2.69,26.418484663724072,0.6056365534837064,1
350160,Americana,630,9.34,8.89,2151.13,5,237240,2.66,1054.7831204345168,0.5972791826062519,1
352100,Iperó,96,5.29,7.29,2042.28,1,36459,2.63,162.0988778786126,0.5922311200197783,0
350850,Caçapava,249,4.29,6.43,1502.22,3,96202,2.59,427.7198016862308,0.582156820933586,0
352490,Jambeiro,16,3.88,0.0,1002.95,0,6397,2.5,28.44144166843536,0.5625593873378432,0
350800,Buri,49,5.22,10.2,2749.37,1,20250,2.42,90.0327018580297,0.5442466902444721,1
350490,Bananal,24,6.54,16.67,770.92,1,9969,2.41,44.32276567025669,0.5414824557327992,1
354860,São Bento do Sapucaí,28,7.71,10.71,2128.29,1,11674,2.4,51.90329686373524,0.5394647679801542,1
351150,Cerquilho,106,3.92,7.55,1353.89,1,44695,2.37,198.71662269356236,0.5334229143148274,0
354085,Pracinha,6,4.33,16.67,1168.35,0,2578,2.33,11.461941006913609,0.5234715478278,1
350380,Artur Nogueira,116,6.72,0.0,2532.26,2,51456,2.25,228.77642996576677,0.5070452407066488,0
350715,Bom Sucesso de Itararé,8,5.0,25.0,3116.94,0,3555,2.25,15.805740992854103,0.5061452040506587,1
354350,Riversul,12,9.42,8.33,5407.43,0,5599,2.14,24.893486306326338,0.48205381328811164,1
352140,Iracemápolis,47,5.91,4.26,2468.92,0,21967,2.14,97.66658576372042,0.4812290675718367,0
352780,Lupércio,8,6.0,25.0,736.59,0,3981,2.01,17.699762276385986,0.4519834715900758,1
350115,Alumínio,33,3.36,6.06,1063.76,0,17301,1.91,76.92127283188998,0.42901006165252736,0
353286,Nova Castilho,2,2.0,0.0,487.94,0,1062,1.88,4.721715030776669,0.4235749059322249,0
350775,Brejo Alegre,4,2.0,0.0,462.6,0,2565,1.56,11.40414223535043,0.3507497466666845,0
350620,Bento de Abreu,4,2.75,0.0,1482.12,0,2606,1.53,11.586430668741995,0.34523142755182107,0
355385,Taquarivaí,10,4.4,20.0,1801.05,0,6876,1.45,30.571104097570977,0.3271062755235768,1
353282,Nova Campina,12,5.17,8.33,1200.23,0,8497,1.41,37.77816630556437,0.31764379199719156,1
351650,Gabriel Monteiro,3,1.67,0.0,267.49,0,2763,1.09,12.284461986851163,0.24421093925082676,0
