COD_MUNICIPIO,MUNICIPIO,QTD_INTERNACOES,PERMANENCIA_MEDIA,TAXA_MORTALIDADE_PCT,VALOR_MEDIO_INTERNACAO,QTD_ESTAB_HOSPITALARES,POPULACAO,INTERNACOES_POR_MIL_HAB,internacoes_esperadas,razao_obs_esperado,cluster
352900,Marília,1369,7.83,8.77,2306.77,8,237627,5.76,1056.5037454033593,1.2957833854884573,1
355610,Valentim Gentil,81,3.84,9.88,2056.08,0,14098,5.75,62.68054473059273,1.2922670080189336,0
354710,Santa Mercedes,17,2.88,11.76,649.37,0,2956,5.75,13.14255144159683,1.2935083477165745,0
351885,Guatapará,42,6.55,2.38,2456.04,0,7320,5.74,32.545154449421105,1.2905146929099018,2
353030,Mirassol,363,4.85,1.93,2184.27,3,63337,5.73,281.60006111516185,1.2890622202370519,0
354805,Santo Antônio do Aracanguá,48,4.08,10.42,2692.44,0,8379,5.73,37.25353130214474,1.2884684571429226,0
351440,Dracena,260,5.43,4.23,1700.05,1,45474,5.72,202.1801029280021,1.28598213293317,0
354650,Santa Ernestina,35,3.31,8.57,1481.79,0,6118,5.72,27.200991109502507,1.2867178206522392,0
353920,Pirapozinho,145,6.06,6.9,1294.07,0,25348,5.72,112.69871242949812,1.286616296443572,0
350670,Boa Esperança do Sul,74,4.0,4.05,2552.48,1,12978,5.7,57.700958257457266,1.2824743684466668,0
352510,Jardinópolis,258,4.62,4.26,1844.79,1,45282,5.7,201.32645953260746,1.281500705863322,0
353860,Piracaia,148,4.44,13.51,1616.52,1,26029,5.69,115.72647884753853,1.2788775868224553,1
353730,Penápolis,350,4.95,10.0,1692.12,2,61679,5.67,274.228494711181,1.2763079211320545,0
355200,Silveiras,35,6.23,11.43,1861.56,0,6186,5.66,27.503323145371443,1.2725734928468155,1
355180,Sete Barras,72,5.47,12.5,1071.1,0,12730,5.66,56.598335538405834,1.2721222155224527,1
352580,Júlio Mesquita,24,7.17,8.33,1878.28,0,4254,5.64,18.91353647921276,1.2689324403385693,1
354880,São Caetano do Sul,935,5.84,8.98,2086.26,7,165655,5.64,736.5119617921931,1.269497372079084,1
350360,Areiópolis,57,5.74,3.51,2702.64,0,10130,5.63,45.038581225769924,1.2655816068954244,0
351020,Capão Bonito,261,3.5,10.73,1310.42,1,46337,5.63,206.01705214792702,1.2668854217591339,0
350070,Agudos,212,6.49,6.6,1438.64,1,37680,5.63,167.52751634620046,1.2654637555892363,0
351750,Guapiaçu,122,5.42,4.92,2677.09,0,21711,5.62,96.5283945698609,1.263876816180802,0
352115,Ipiguá,38,4.66,7.89,1769.06,0,6761,5.62,30.059807272204388,1.264146494882478,0
350925,Cajati,160,5.13,6.25,1314.95,0,28515,5.61,126.77938239415886,1.2620348591268395,0
353010,Mirandópolis,157,5.78,9.55,1070.23,2,27983,5.61,124.41407881941952,1.2619150621038415,1
355330,Tambaú,120,5.85,4.17,1029.61,1,21435,5.6,95.30128218898108,1.259164590902793,0
352530,Jaú,747,7.34,7.5,1661.54,5,133497,5.6,593.535585182291,1.2585597538698137,1
350535,Barra do Chapéu,29,3.79,13.79,990.69,0,5179,5.6,23.026141378900533,1.2594381109191604,1
350550,Barretos,686,6.18,7.0,2328.51,6,122485,5.6,544.5755796089269,1.259696588841963,1
355450,Tietê,211,4.09,7.58,842.06,1,37663,5.6,167.45193333723324,1.2600630867310731,0
350350,Areias,20,5.6,20.0,1089.82,0,3577,5.59,15.903554298576408,1.2575805146771677,1
353950,Pitangueiras,188,3.44,2.13,1117.62,1,33674,5.58,149.71660258603913,1.2557057584309006,0
355010,São Manuel,208,5.14,9.13,2641.7,1,37289,5.58,165.78910713995404,1.2546059484138052,0
355255,Suzanápolis,19,2.16,15.79,1328.97,0,3408,5.58,15.152170268255073,1.2539457822623876,0
353780,Piedade,295,4.13,11.19,880.37,1,52970,5.57,235.50776382320166,1.252612632428797,0
351840,Guaratinguetá,657,6.46,9.28,2058.47,4,118044,5.57,524.8306300310745,1.2518324244168064,1
351385,Dirce Reis,9,14.0,11.11,2064.91,0,1620,5.56,7.2026161486423765,1.2495459725000635,2
351530,Estrela do Norte,15,9.07,6.67,960.43,0,2703,5.55,12.017698425790336,1.248159129023371,2
355040,São Pedro,212,3.55,4.72,1141.94,2,38256,5.54,170.0884465323844,1.2464103489806155,0
351685,Gavião Peixoto,26,5.15,7.69,3008.64,0,4702,5.53,20.905371068466945,1.2436995217567626,0
351000,Cândido Mota,163,5.03,8.59,1675.66,1,29449,5.53,130.93200182800578,1.2449210103280879,0
353550,Paraguaçu Paulista,227,5.07,9.25,1666.13,1,41120,5.52,182.821960513688,1.241645146798458,0
352360,Itirapina,89,4.35,6.74,1465.92,1,16148,5.51,71.79496640017105,1.2396412236469543,0
354910,São João da Boa Vista,509,5.66,11.79,1966.89,4,92547,5.5,411.4694547582753,1.237029855105577,1
352160,Irapuru,39,4.21,7.69,1217.1,1,7085,5.5,31.50033050193286,1.2380822479817144,0
351310,Cravinhos,183,4.77,8.2,2853.99,1,33281,5.5,147.9693012610907,1.2367430165605628,0
354740,Santa Rita d'Oeste,15,4.07,6.67,2178.84,0,2733,5.49,12.151080206320751,1.2344581506586796,0
353500,Palestina,63,5.29,4.76,2315.67,0,11476,5.49,51.022977112234514,1.234737829221917,0
350110,Alto Alegre,21,3.67,4.76,1091.56,1,3841,5.47,17.077313967244056,1.2297015818927985,0
351500,Embu das Artes,1369,5.07,6.14,1419.48,2,250691,5.46,1114.5870647650038,1.2282575702496923,0
352680,Lençóis Paulista,363,4.41,5.79,1344.28,1,66505,5.46,295.6851771391736,1.2276570760567498,0
354430,Roseira,59,4.0,1.69,1123.88,0,10832,5.45,48.15971489018162,1.2250903090796412,0
350690,Bofete,57,5.72,8.77,4072.46,0,10460,5.45,46.50578081160448,1.2256540801004447,0
353475,Ouroeste,56,5.48,3.57,1752.06,1,10294,5.44,45.76773495933619,1.223569399922347,0
353460,Osvaldo Cruz,170,5.57,7.06,1055.76,1,31272,5.44,139.03716802490396,1.2226946392460327,0
355490,Três Fronteiras,37,5.41,0.0,2607.27,0,6804,5.44,30.250987824297983,1.2231005550926546,0
351420,Dolcinópolis,12,9.17,25.0,3723.93,0,2207,5.44,9.812452987687484,1.2229357954690245,1
351630,Francisco Morato,896,5.61,7.03,1041.63,2,165139,5.43,734.21779516707,1.2203463412325994,0
355130,Sebastianópolis do Sul,17,3.24,11.76,1150.23,0,3130,5.43,13.916165768673235,1.2216008549042152,0
351565,Fernão,9,5.78,11.11,936.06,0,1656,5.43,7.362674285278874,1.2223819296196274,1
355290,Taciba,34,3.88,2.94,1077.6,0,6260,5.43,27.83233153734647,1.2216008549042152,0
354925,São João de Iracema,10,1.3,0.0,1280.64,0,1846,5.42,8.2074255619715,1.218408857259,0
355150,Serrana,237,4.45,5.91,1818.26,2,43909,5.4,195.2220200436655,1.2140023955647523,0
350880,Cafelândia,90,4.63,7.78,1175.18,1,16654,5.4,74.04467243178404,1.2154824519335312,0
352460,Jacupiranga,87,4.94,4.6,1405.87,0,16097,5.4,71.56821737326935,1.2156234036995088,0
353600,Parapuã,57,7.28,8.77,1149.48,1,10580,5.39,47.039307933726136,1.2117525215359783,1
350970,Campos do Jordão,253,5.38,7.91,1126.49,4,46974,5.39,208.84919195452284,1.211400425504596,0
351460,Dumont,51,4.06,5.88,1810.18,0,9471,5.38,42.10862811345182,1.2111532074279994,0
354140,Presidente Prudente,1211,5.73,4.95,1443.19,11,225668,5.37,1003.3333216245851,1.2069767582712827,0
350945,Campina do Monte Alegre,32,4.28,9.38,666.91,0,5954,5.37,26.47183737593624,1.2088318444071826,0
350990,Cananéia,66,5.48,13.64,1721.8,0,12289,5.37,54.63762336460874,1.2079588374400483,1
350530,Barra Bonita,184,4.38,13.59,1156.11,1,34346,5.36,152.70435446992042,1.2049427184883859,1
353540,Panorama,80,6.3,3.75,1227.36,1,14964,5.35,66.5308321285707,1.2024500136327796,0
351740,Guaíra,210,3.41,5.71,1408.94,1,39279,5.35,174.63676524847156,1.2024959332086458,0
354320,Ribeirão do Sul,25,5.76,0.0,3041.93,0,4677,5.35,20.7942195846916,1.2022571897050003,0
354420,Riolândia,55,4.38,5.45,1264.29,1,10309,5.34,45.834425849601395,1.1999713966195196,0
352265,Itapirapuã Paulista,23,3.09,4.35,744.41,0,4306,5.34,19.144731565465477,1.2013749015676412,0
353020,Mirante do Paranapanema,85,5.94,4.71,1618.24,0,15917,5.34,70.76792669008685,1.2011090896055143,0
351470,Echaporã,33,7.21,9.09,1687.15,0,6205,5.32,27.587798273040708,1.1961809954311646,1
354150,Presidente Venceslau,187,4.94,5.35,1308.27,1,35201,5.31,156.50573521503722,1.194844391760238,0
353470,Ourinhos,552,4.43,8.33,2225.79,2,103970,5.31,462.25679072490607,1.1941414622257027,0
354075,Potim,108,5.7,7.41,2263.89,0,20392,5.3,90.66404228587368,1.1912109506375652,0
354290,Ribeirão Bonito,58,4.66,5.17,1693.53,1,10989,5.28,48.857746208290784,1.1871198428338032,0
352990,Miracatu,98,4.19,8.16,1345.57,0,18553,5.28,82.48773913935926,1.1880553524983086,0
355680,Viradouro,92,2.96,6.52,1215.54,1,17414,5.28,77.42367753855453,1.1882669865970514,0
354980,São José do Rio Preto,2530,5.91,4.78,2283.76,14,480393,5.27,2135.8557898115787,1.1845369018210692,1
351220,Conchal,148,3.84,6.08,741.36,1,28101,5.27,124.93871382283916,1.184580787423995,0
352790,Lutécia,14,6.29,0.0,1320.75,0,2661,5.26,11.830963933047755,1.1833355320180985,0
352215,Itaoca,18,2.72,11.11,595.23,0,3422,5.26,15.214415099169267,1.1830885303624212,0
353220,Narandiba,30,4.43,6.67,1094.06,0,5713,5.25,25.40033707234191,1.1810866885174764,0
351160,Cesário Lange,100,4.57,14.0,1077.62,1,19048,5.25,84.6885385181111,1.1807973280659987,1
353960,Planalto,23,3.78,4.35,2603.77,0,4389,5.24,19.513754491599624,1.1786558045455144,0
354995,São Lourenço da Serra,84,2.82,7.14,1196.28,0,16067,5.23,71.43483559273893,1.175896875844959,0
351930,Ibaté,168,4.21,7.14,2022.93,1,32178,5.22,143.06529779692247,1.1742889616633079,0
351330,Cruzália,11,4.55,0.0,482.91,0,2108,5.22,9.372293111937116,1.173672213259073,0
353205,Motuca,21,2.1,0.0,868.98,0,4034,5.21,17.93540342198972,1.1708685612420031,0
351380,Diadema,2046,5.65,5.62,1392.66,2,393237,5.2,1748.3550410146188,1.1702428580024853,0
350790,Brotas,124,4.04,8.06,1101.46,1,23898,5.19,106.2519263705281,1.1670376644991804,0
355140,Serra Azul,66,7.23,10.61,3186.2,2,12746,5.18,56.66947248802205,1.1646482153852782,1
355230,Sud Mennucci,38,4.79,2.63,1051.46,1,7355,5.17,32.700766526706595,1.1620522708226286,0
350055,Águas de Santa Bárbara,37,5.7,2.7,2203.95,0,7177,5.16,31.909367962226135,1.159534091800254,0
351210,Colômbia,34,3.74,11.76,1426.43,1,6629,5.13,29.472927437870563,1.153601048680101,0
355000,São Luiz do Paraitinga,53,5.66,5.66,2712.75,1,10337,5.13,45.95891551142978,1.1532038867805559,0
352880,Maracaí,65,8.62,6.15,2524.01,1,12673,5.13,56.344910155398054,1.153609080584766,2
353110,Mongaguá,317,5.27,7.26,923.04,1,61951,5.12,275.4378228546567,1.150894952314791,0
354280,Ribeira,16,5.19,6.25,3168.8,0,3132,5.11,13.925057887375262,1.149007790804656,0
350120,Álvares Florence,20,3.55,5.0,1572.91,0,3915,5.11,17.40632235921908,1.1490077908046559,0
352150,Irapuã,35,4.11,14.29,2253.42,0,6867,5.1,30.531089563411854,1.1463724518349205,1
354730,Santana de Parnaíba,784,4.6,3.44,1119.66,1,154105,5.09,685.1599762879836,1.1442583150398038,0
350635,Bertioga,327,5.0,10.09,1023.05,1,64188,5.09,285.3836576228746,1.1458259478618082,0
353210,Murutinga do Sul,19,5.84,5.26,1674.58,1,3737,5.08,16.61492379473862,1.1435502343993087,0
350640,Bilac,37,4.16,5.41,2159.95,1,7319,5.06,32.540708390070094,1.1370373243408147,0
352520,Jarinu,190,3.74,4.74,1306.74,0,37535,5.06,166.88283774030344,1.1385233051685673,0
352560,João Ramalho,22,5.27,0.0,1310.74,0,4371,5.03,19.433725423281377,1.1320526312286092,0
353700,Pedregulho,78,3.69,6.41,1276.93,1,15525,5.02,69.02507142448945,1.1300241838261442,0
352590,Jundiaí,2224,6.16,5.58,1197.98,13,443221,5.02,1970.5868716156929,1.1285977959330118,1
354515,Saltinho,41,3.76,7.32,1152.92,0,8161,5.02,36.284290363623725,1.1299656018932078,0
350760,Bragança Paulista,887,4.3,8.68,1448.07,4,176811,5.02,786.1121999121033,1.1283376598139263,0
354570,Santa Albertina,32,6.47,15.63,3543.83,1,6393,5.01,28.423657431031305,1.1258227438761716,1
353910,Pirapora do Bom Jesus,92,7.05,4.35,1489.77,0,18370,5.01,81.67411027812375,1.126427942547689,0
350710,Bom Jesus dos Perdões,110,4.35,9.09,1592.01,1,22006,5.0,97.83998207840996,1.1242847521358383,0
351720,Guaiçara,56,5.02,7.14,1031.53,0,11239,4.98,49.96926104604424,1.120688976136724,0
355710,Votuporanga,481,4.7,5.2,1552.75,3,96634,4.98,429.6404993258688,1.119540640965452,0
352710,Lins,372,5.93,11.29,1202.22,4,74779,4.97,332.4718722094619,1.1188916449618778,1
355365,Taquaral,13,2.92,0.0,1244.44,0,2619,4.96,11.644229440305175,1.116432827663287,0
352930,Matão,391,5.19,11.25,1718.5,1,79033,4.95,351.38540868867466,1.1127382934287509,1
350190,Amparo,336,6.09,10.71,1931.03,2,68008,4.94,302.36760434374736,1.1112301555229362,1
353130,Monte Alto,235,5.09,6.81,2305.73,2,47574,4.94,211.51682756513114,1.111022714860064,0
350540,Barra do Turvo,34,6.24,2.94,2163.99,0,6876,4.94,30.571104097570977,1.112161336780161,0
354170,Quatá,65,4.45,7.69,1609.2,0,13163,4.94,58.52347923739482,1.1106653405949056,0
355645,Vargem Grande Paulista,248,3.6,6.45,1187.94,0,50415,4.92,224.14808218136136,1.106411429384168,0
353284,Nova Canaã Paulista,10,9.4,0.0,811.56,0,2032,4.92,9.034392601260068,1.1068812748524184,2
352470,Jaguariúna,292,5.75,4.45,1890.46,1,59347,4.92,263.86028430461675,1.1066462721721964,0
352730,Louveira,255,3.89,6.27,881.25,1,51847,4.92,230.51483917201313,1.1062194560486223,0
353580,Paranapanema,95,3.24,3.16,1134.22,0,19395,4.9,86.2313211129129,1.1016878643852068,0
351920,Iacri,30,3.97,10.0,1598.69,0,6131,4.89,27.258789881065685,1.1005624288860452,0
353610,Pardinho,35,4.83,5.71,1735.45,0,7153,4.89,31.802662537801805,1.1005367855096322,0
352210,Itanhaém,549,5.03,6.19,1433.41,2,112476,4.88,500.0749715646296,1.0978353871266426,0
350730,Boracéia,23,5.78,4.35,2557.63,0,4715,4.88,20.96316984003013,1.0971623173171288,0
351830,Guararema,152,4.06,8.55,914.03,1,31236,4.87,138.87710988826746,1.0944928226277928,0
352670,Leme,477,4.95,9.01,1197.68,2,98161,4.86,436.42963195486686,1.0929597008878826,0
352885,Marapoama,16,6.88,6.25,1161.19,0,3292,4.86,14.636427383537471,1.0931629407047943,0
353880,Piraju,143,4.64,6.99,1830.97,1,29436,4.86,130.87420305644258,1.0926523077915353,0
351350,Cubatão,545,5.67,7.71,1708.81,1,112476,4.85,500.0749715646296,1.0898365864918402,0
354070,Porto Ferreira,255,3.52,9.8,1331.8,1,52649,4.84,234.08057877152623,1.089368461656497,0
353650,Paulínia,535,4.97,3.18,1341.86,1,110537,4.84,491.4540624830138,1.0886063232379757,0
353170,Monteiro Lobato,20,3.2,0.0,1444.35,0,4138,4.83,18.397793594495155,1.0870868779604226,0
354325,Ribeirão Grande,36,3.78,2.78,1081.22,0,7450,4.83,33.123142165052904,1.086853409637639,0
350450,Avaré,448,4.45,2.46,1607.76,2,92805,4.83,412.61653807083684,1.0857538626410768,0
351540,Fartura,80,3.9,8.75,1348.7,1,16641,4.81,73.98687366022085,1.081272880475988,0
351760,Guapiara,82,3.51,3.66,824.12,1,17071,4.8,75.8986791811568,1.0803877074630037,0
351400,Dobrada,42,5.12,7.14,1431.71,0,8759,4.8,38.94303385552998,1.0784984075922457,0
355730,Estiva Gerbi,54,3.89,5.56,1384.1,0,11295,4.78,50.218240369701014,1.0753064942630028,0
353640,Paulicéia,38,6.37,5.26,1234.85,0,7955,4.78,35.36840213731488,1.0744053365053972,0
351600,Flórida Paulista,62,4.1,8.06,995.9,1,12958,4.78,57.61203707043698,1.0761639954546,0
353390,Olímpia,263,4.3,7.22,1744.43,1,55074,4.78,244.8622726977347,1.0740731804145878,0
354690,Santa Lúcia,34,3.85,8.82,1691.05,0,7149,4.76,31.784878300397747,1.0696910549308138,0
355310,Taiaçu,27,5.67,11.11,2725.42,0,5677,4.76,25.240278935705412,1.0697187645499928,1
355280,Taboão da Serra,1298,5.45,5.78,1580.82,3,273542,4.75,1216.1839669950205,1.0672727442766186,0
354490,Sales Oliveira,54,2.96,0.0,1555.11,1,11411,4.73,50.73398325441861,1.0643753266760685,0
350315,Arapeí,11,4.55,9.09,1300.46,0,2330,4.72,10.359318287862182,1.0618459337125004,0
355660,Vera Cruz,48,6.81,6.25,1298.52,0,10176,4.72,45.243099955916556,1.0609352596698653,0
352610,Juquiá,81,4.48,9.88,1237.02,0,17154,4.72,76.26770210729094,1.0620485180745556,0
353230,Natividade da Serra,33,3.58,0.0,1414.71,0,6999,4.71,31.117969397745675,1.060480508165506,0
355020,São Miguel Arcanjo,151,5.15,9.27,1060.51,0,32039,4.71,142.44729554713155,1.0600411851977816,0
350030,Aguaí,151,4.85,8.61,1220.97,1,32072,4.71,142.59401550571502,1.0589504718306224,0
352430,Jaboticabal,338,4.49,6.8,1793.78,1,71821,4.71,319.32042864916303,1.0584978901282893,0
351060,Carapicuíba,1814,5.16,5.95,1427.3,2,386984,4.69,1720.5538318927292,1.0543116793994602,0
351700,Getulina,48,7.1,6.25,1311.0,1,10232,4.69,45.49207927957333,1.0551287336200692,1
354620,Santa Cruz da Conceição,20,4.15,5.0,1245.62,0,4277,4.68,19.015795844286075,1.051757189852754,0
352770,Luiziânia,22,3.91,13.64,3261.99,1,4701,4.68,20.900925009115934,1.0525849927888218,1
351520,Estrela d'Oeste,44,4.27,6.82,985.38,1,9417,4.67,41.868540908497074,1.0509083680790594,0
351810,Guarantã,30,8.87,6.67,1147.86,0,6427,4.67,28.574823448965773,1.0498752530730266,1
352420,Jaborandi,29,4.86,13.79,1528.43,1,6221,4.66,27.65893522265693,1.048485770205808,1
353120,Monte Alegre do Sul,40,4.68,7.5,1722.63,0,8627,4.64,38.35615402119616,1.0428574245972477,0
354530,Salto de Pirapora,202,4.43,4.46,974.52,2,43748,4.62,194.5062044881523,1.0385272826209724,0
353370,Ocauçu,20,9.35,10.0,3831.7,0,4331,4.62,19.255883049240822,1.0386436160240657,1
352050,Indaiatuba,1181,5.2,4.83,1388.43,4,255748,4.62,1137.0707869030805,1.0386336660856137,0
352725,Lourdes,9,3.0,11.11,1497.74,0,1950,4.62,8.669815734476936,1.0380843463846678,0
350400,Assis,468,4.57,5.77,1640.97,5,101409,4.61,450.87043272695973,1.0379922168979612,0
352390,Itu,776,11.02,6.44,2086.31,3,168240,4.61,748.0050252145638,1.0374261854422782,2
351640,Franco da Rocha,663,6.36,6.18,1480.17,2,144849,4.58,644.0072509349998,1.0294915143228989,0
350200,Analândia,21,4.67,9.52,1184.11,0,4589,4.58,20.402966361802388,1.0292620998148267,0
350660,Biritiba Mirim,136,5.42,11.03,1676.72,0,29683,4.58,131.97237971614302,1.030518660741891,1
353680,Pedra Bela,30,2.37,3.33,930.7,0,6557,4.58,29.15281116459757,1.029060279319863,0
353670,Pederneiras,205,5.89,7.8,1733.83,2,44827,4.57,199.30350252789617,1.02858202389748,1
355495,Tuiuti,31,3.29,12.9,1441.34,0,6778,4.57,30.13539028117162,1.0286908419224483,0
351120,Catiguá,32,10.84,0.0,2865.6,0,7003,4.57,31.13575363514973,1.0277573613594697,2
351800,Guarani d'Oeste,9,3.67,11.11,880.22,0,1968,4.57,8.749844802795183,1.0285896724848085,0
355360,Tapiratiba,54,6.87,16.67,2642.69,1,11816,4.57,52.53463729157921,1.0278932678318058,1
354310,Ribeirão Corrente,21,2.1,9.52,1197.41,0,4608,4.56,20.48744148947165,1.0250181805664582,0
353320,Nova Independência,21,5.0,19.05,1711.2,0,4609,4.56,20.491887548822664,1.024795785647698,1
353810,Pindorama,66,6.59,7.58,2947.59,0,14542,4.54,64.65459508244287,1.0208091152042877,1
350600,Bauru,1716,6.58,6.06,1523.94,16,379146,4.53,1685.705618699483,1.017971335543088,1
351320,Cristais Paulista,42,3.62,7.14,1915.58,0,9272,4.53,41.22386230260007,1.018827389139396,0
354480,Sales,29,3.83,17.24,1618.39,0,6437,4.51,28.61928404247591,1.0133027771400236,1
350960,Campo Limpo Paulista,348,3.61,11.78,1041.6,1,77632,4.48,345.1564795379043,1.0082383516771947,0
352230,Itapetininga,707,5.59,11.74,1301.9,1,157790,4.48,701.5437049964695,1.007777555360657,1
351110,Catanduva,519,6.74,6.74,2671.33,9,115791,4.48,514.8136583132404,1.008131761112314,1
352410,Ituverava,168,4.02,4.17,1603.97,2,37571,4.47,167.04289587693995,1.0057296906763706,0
353360,Nuporanga,33,5.24,9.09,1313.62,1,7391,4.46,32.86082466334309,1.004235296529614,0
352250,Itapevi,1037,5.73,6.56,1402.09,4,232297,4.46,1032.8062490624557,1.0040605398557099,0
351130,Cedral,56,4.04,8.93,1564.89,0,12618,4.44,56.10037689109229,0.9982107626248724,0
354400,Rio das Pedras,139,3.77,11.51,1408.04,2,31328,4.44,139.28614734856072,0.997945615166994,0
351860,Guariba,166,4.55,10.24,1538.05,1,37498,4.43,166.71833354431595,0.9956913344258865,0
350900,Caieiras,421,4.77,4.99,877.9,4,95032,4.43,422.51791224554466,0.9964074606033211,0
350510,Barbosa,25,4.24,16.0,1098.65,0,5640,4.43,25.075774739717904,0.996978169547923,1
350700,Boituva,270,3.9,9.63,1025.76,1,61081,4.42,271.56975121927474,0.994219712570244,0
351620,Franca,1557,5.87,8.09,1930.25,4,352536,4.42,1567.3959793690053,0.9933673561079374,1
352830,Magda,14,3.43,7.14,1606.12,0,3165,4.42,14.071777845958717,0.9948991629384392,0
354340,Ribeirão Preto,3085,5.36,5.64,2015.7,18,698642,4.42,3106.203797110992,0.9931737263566823,1
353710,Pedreira,190,5.58,10.53,1623.98,1,43112,4.41,191.67851074090748,0.9912430937906423,1
355170,Sertãozinho,560,4.37,4.64,1875.17,3,126887,4.41,564.1471328720896,0.9926488452560657,0
354200,Quintana,31,5.06,9.68,1138.39,0,7038,4.4,31.291365712435216,0.99068862269826,0
355520,Turiúba,8,3.25,0.0,690.28,0,1818,4.4,8.082935900143111,0.9897393841584662,0
353820,Pinhalzinho,67,4.63,10.45,1933.93,0,15224,4.4,67.68680755983428,0.9898531547786893,0
355670,Vinhedo,335,4.43,6.87,1264.42,1,76540,4.38,340.30138272659724,0.9844215069473977,0
354600,Santa Branca,61,3.61,6.56,1692.17,1,13975,4.36,62.13367943041803,0.9817541880537172,0
351970,Ibiúna,330,4.72,10.0,1377.88,1,75605,4.36,336.1443172333993,0.9817211925997457,0
353770,Piacatu,24,4.42,0.0,1573.22,0,5519,4.35,24.53780155824523,0.9780827325965346,0
353870,Piracicaba,1840,4.52,5.82,2019.43,6,423323,4.35,1882.1191826492202,0.9776214051493092,0
353510,Palmares Paulista,42,5.17,0.0,1609.76,0,9650,4.35,42.90447273728329,0.9789189173161119,0
352850,Mairiporã,408,5.04,7.35,1324.12,1,93853,4.35,417.2760082706994,0.9777700896125288,0
350680,Bocaina,49,6.27,14.29,1267.06,1,11259,4.35,50.058182233064514,0.9788609536771081,1
352440,Jacareí,1041,4.58,9.61,1890.75,5,240275,4.33,1068.2769105648438,0.9744664418980831,1
355060,São Roque,343,4.56,10.5,1122.87,3,79484,4.32,353.3905814559819,0.9705974578802516,1
354050,Porangaba,45,7.18,6.67,2502.52,0,10451,4.31,46.465766277445354,0.9684549207971022,1
353325,Novais,19,7.53,10.53,3467.49,0,4412,4.31,19.61601385667294,0.9685963794084809,1
351495,Embaúba,10,4.4,10.0,5097.83,0,2323,4.3,10.328195872405088,0.9682233105898037,0
353290,Nova Europa,40,2.28,7.5,1531.24,1,9311,4.3,41.39725861728961,0.9662475568682695,0
354260,Registro,257,4.8,5.06,1369.25,2,59947,4.29,266.527919915225,0.9642517004662942,0
350210,Andradina,256,4.04,11.33,1044.05,2,59783,4.28,265.7987661816588,0.9631346438419437,1
353570,Paraíso,26,2.5,11.54,1469.19,0,6099,4.26,27.116515981833242,0.9588252420561235,0
353850,Piquete,53,4.62,7.55,1436.8,0,12490,4.24,55.531281294162525,0.9544170198279107,0
350370,Ariranha,32,5.31,12.5,4462.56,1,7602,4.21,33.79894318640701,0.9467751646409319,1
354820,Santo Antônio do Pinhal,30,9.53,10.0,3110.31,0,7133,4.21,31.713741350781525,0.9459621830226193,1
354780,Santo André,3153,4.65,7.83,1680.44,12,748919,4.21,3329.7383231019135,0.9469212574826997,1
355400,Tatuí,521,4.96,8.64,1606.91,2,123942,4.2,551.053488083354,0.9454617587343754,0
353070,Mogi Guaçu,644,6.31,6.68,1710.27,3,153658,4.19,683.1725877580805,0.9426607734853203,1
353560,Paraibuna,74,4.95,10.81,1894.36,1,17667,4.19,78.54853055436104,0.9420927352522128,1
354250,Reginópolis,32,9.38,18.75,2488.64,0,7662,4.18,34.065706747467836,0.9393611069695073,1
353060,Mogi das Cruzes,1881,6.28,7.81,1788.01,10,451505,4.17,2007.4180272794915,0.937024563114631,1
354630,Santa Cruz das Palmeiras,120,3.55,5.83,1248.46,1,28864,4.16,128.3310571076627,0.9350815204407348,0
355475,Trabiju,7,2.86,0.0,566.0,0,1682,4.16,7.478271828405233,0.9360451399227586,0
353420,Orindiúva,25,3.76,0.0,1351.63,0,6024,4.15,26.783061530507204,0.9334257762699678,0
352080,Inúbia Paulista,15,7.2,13.33,1224.24,0,3615,4.15,16.072504553914932,0.933270850829923,1
351010,Cândido Rodrigues,12,3.83,8.33,909.98,0,2889,4.15,12.844665465078904,0.9342399794392998,0
352540,Jeriquara,16,2.94,6.25,1273.46,0,3863,4.14,17.175127272966357,0.9315797050997109,0
353050,Mococa,279,4.75,6.09,1308.41,1,67681,4.12,300.91374293596584,0.9271759982706105,0
350860,Cachoeira Paulista,130,4.68,6.15,1173.98,0,31564,4.12,140.33541735539998,0.9263520389209696,0
350560,Barrinha,132,5.08,6.06,2020.3,0,32092,4.11,142.68293669273527,0.9251281411754179,0
350320,Araraquara,995,4.44,6.73,1545.73,6,242228,4.11,1076.9600644773739,0.9238968396500873,0
352290,Itapuí,56,5.09,12.5,1742.08,1,13659,4.1,60.728724675497666,0.9221336410279405,1
351300,Cotia,1125,4.62,6.22,1433.92,2,274413,4.1,1220.0564846897532,0.9220884558357763,0
355635,Vargem,43,4.86,13.95,1497.86,0,10512,4.09,46.7369758978572,0.9200424112586083,1
350950,Campinas,4649,5.94,6.07,2199.27,37,1139047,4.08,5064.27056559423,0.9179999251194227,1
353440,Osasco,2967,5.45,7.65,1553.14,10,728615,4.07,3239.4655340389295,0.9158918250013846,1
350810,Buritama,70,5.2,10.0,3191.65,1,17210,4.07,76.51668143094771,0.9148331931145148,1
352330,Itariri,63,7.05,15.87,2079.69,0,15528,4.06,69.03840960254249,0.912535505419289,1
351850,Guareí,61,5.18,9.84,1866.55,0,15013,4.06,66.74868903677037,0.9138756263272295,1
354990,São José dos Campos,2826,5.13,9.06,1538.64,16,697054,4.05,3099.143454861582,0.9118648559384672,1
